choice,value,subject,trial,rt,fixations,fix_times
1,"[10.0, 2.0, 6.0]",26,31,1024,"[2, 1, 3]","[259, 179, 280]"
1,"[2.0, 7.0, 3.0]",27,70,1639,"[2, 1, 3, 2]","[220, 398, 219, 440]"
3,"[1.0, 2.0, 3.0]",14,71,1866,"[1, 3, 2, 1]","[359, 757, 298, 40]"
1,"[10.0, 5.0, 7.0]",28,61,1117,"[2, 1, 3, 2]","[199, 239, 259, 40]"
1,"[3.0, 4.0, 2.0]",14,73,5091,"[1, 2, 1, 2, 1, 3, 1]","[738, 539, 578, 897, 854, 259, 758]"
3,"[3.0, 4.0, 8.0]",2,89,925,"[3, 1]","[498, 159]"
2,"[2.0, 6.0, 3.0]",21,81,1892,"[1, 3, 2, 3, 1]","[318, 239, 538, 242, 199]"
1,"[3.0, 2.0, 1.0]",1,34,1547,"[2, 3, 1, 2, 1]","[79, 159, 199, 444, 280]"
2,"[1.0, 9.0, 5.0]",19,73,741,"[1, 2]","[238, 181]"
3,"[7.0, 2.0, 9.0]",9,20,718,"[2, 3, 1]","[140, 279, 20]"
1,"[5.0, 1.0, 4.0]",8,6,1080,"[2, 1, 3]","[179, 579, 20]"
1,"[6.0, 5.0, 1.0]",21,73,1529,"[1, 3, 2, 1]","[219, 339, 260, 379]"
2,"[2.0, 5.0, 1.0]",6,96,1511,"[2, 3, 1, 2]","[224, 259, 239, 258]"
3,"[2.0, 1.0, 3.0]",12,32,1186,"[2, 3, 1, 2, 3]","[140, 259, 179, 100, 20]"
3,"[4.0, 1.0, 9.0]",11,44,797,"[3, 1]","[256, 139]"
1,"[6.0, 2.0, 5.0]",8,19,4380,"[2, 1, 3, 1]","[358, 718, 2093, 857]"
1,"[5.0, 4.0, 2.0]",7,3,2148,"[2, 1, 3, 1]","[836, 301, 318, 161]"
2,"[2.0, 4.0, 3.0]",4,76,1525,"[2, 3, 1, 3, 2]","[259, 238, 239, 200, 20]"
3,"[6.0, 5.0, 3.0]",26,54,1639,"[1, 3, 1, 2, 3]","[100, 357, 359, 260, 202]"
1,"[10.0, 4.0, 9.0]",16,68,2807,"[1, 3, 2, 1]","[677, 599, 1036, 146]"
2,"[4.0, 7.0, 1.0]",15,80,1728,"[2, 1, 3, 2]","[199, 459, 259, 379]"
3,"[6.0, 8.0, 5.0]",30,3,1523,"[1, 3, 2, 3]","[298, 298, 498, 94]"
1,"[4.0, 1.0, 2.0]",24,26,2776,"[2, 3, 1, 3, 2, 3, 1]","[398, 339, 498, 417, 358, 159, 63]"
2,"[4.0, 2.0, 3.0]",8,11,2496,"[2, 3, 1, 2]","[439, 698, 358, 599]"
1,"[4.0, 7.0, 2.0]",23,12,4092,"[2, 3, 1, 2, 1, 3, 1]","[318, 624, 915, 578, 399, 657, 103]"
3,"[5.0, 6.0, 7.0]",8,81,1278,[3],[877]
3,"[6.0, 1.0, 5.0]",6,29,2514,"[2, 1, 2, 3]","[159, 419, 578, 799]"
2,"[6.0, 9.0, 3.0]",9,19,785,"[2, 1]","[258, 278]"
2,"[3.0, 7.0, 1.0]",26,3,1601,"[1, 2, 3, 2]","[238, 400, 339, 199]"
3,"[1.0, 5.0, 6.0]",25,60,6076,"[2, 1, 3, 2, 3]","[171, 319, 3746, 1236, 279]"
1,"[3.0, 1.0, 2.0]",1,18,1408,"[1, 3, 2, 1]","[119, 159, 199, 283]"
1,"[10.0, 4.0, 2.0]",28,5,1724,"[3, 1, 2]","[199, 620, 438]"
3,"[4.0, 3.0, 9.0]",15,82,991,[3],[618]
3,"[2.0, 5.0, 1.0]",7,86,6617,"[2, 1, 3, 1, 2, 3]","[219, 378, 219, 637, 1316, 3190]"
2,"[4.0, 5.0, 6.0]",26,33,1790,"[1, 3, 1, 2]","[158, 278, 259, 739]"
3,"[2.0, 5.0, 6.0]",5,66,4359,"[1, 3, 2, 3, 1, 2, 3, 1]","[398, 219, 299, 617, 579, 817, 758, 20]"
3,"[1.0, 3.0, 5.0]",12,9,900,"[3, 1]","[258, 220]"
3,"[2.0, 6.0, 5.0]",7,8,1626,"[1, 3]","[419, 897]"
2,"[4.0, 7.0, 3.0]",30,1,1425,"[2, 1, 3, 2]","[346, 260, 280, 60]"
3,"[5.0, 3.0, 10.0]",19,15,1062,"[3, 1, 2]","[158, 260, 257]"
2,"[2.0, 3.0, 4.0]",20,20,3727,"[2, 3, 1, 3, 2]","[728, 159, 816, 125, 747]"
1,"[8.0, 4.0, 5.0]",5,7,1422,"[1, 3, 2]","[478, 398, 159]"
1,"[1.0, 3.0, 2.0]",17,5,4473,"[2, 1, 3, 2, 1, 3, 1]","[69, 352, 498, 1316, 813, 298, 100]"
3,"[1.0, 3.0, 6.0]",1,78,1031,"[2, 3]","[199, 577]"
2,"[1.0, 7.0, 3.0]",29,9,4025,"[3, 1, 2, 3, 2]","[497, 459, 897, 794, 737]"
3,"[2.0, 3.0, 8.0]",11,26,1713,"[1, 2, 3, 1]","[199, 658, 279, 120]"
3,"[1.0, 2.0, 3.0]",3,58,986,[3],[20]
2,"[4.0, 8.0, 5.0]",15,51,1489,"[3, 1, 2]","[419, 279, 399]"
2,"[2.0, 4.0, 3.0]",19,56,1092,"[2, 1, 3]","[219, 316, 259]"
3,"[6.0, 7.0, 8.0]",9,31,1001,"[3, 2, 1]","[417, 199, 79]"
1,"[10.0, 2.0, 4.0]",7,5,3643,"[1, 3, 1, 2, 3, 1]","[497, 1396, 200, 580, 102, 380]"
3,"[2.0, 1.0, 6.0]",9,24,1108,"[1, 3, 2, 1]","[119, 338, 200, 120]"
3,"[3.0, 5.0, 7.0]",25,43,4436,"[1, 3, 2, 1, 3]","[877, 557, 558, 678, 1335]"
3,"[3.0, 1.0, 2.0]",1,49,1207,"[2, 3, 1, 2]","[200, 179, 398, 140]"
1,"[6.0, 7.0, 3.0]",7,67,6314,"[1, 3, 1, 3, 2, 3, 2, 3, 1]","[1216, 219, 160, 1456, 776, 300, 639, 160, 697]"
3,"[4.0, 6.0, 10.0]",27,81,1058,"[3, 2]","[358, 320]"
1,"[3.0, 4.0, 5.0]",25,36,12522,"[1, 3, 2, 3, 1, 3, 1, 3, 1, 3, 1]","[2549, 539, 538, 657, 1056, 738, 299, 2373, 837, 1694, 559]"
3,"[2.0, 1.0, 5.0]",29,11,2917,"[2, 3, 1, 3, 2]","[298, 337, 958, 797, 98]"
1,"[3.0, 2.0, 1.0]",10,24,1934,"[1, 3, 2, 1]","[457, 398, 318, 379]"
3,"[7.0, 5.0, 8.0]",16,93,2184,"[1, 3, 2, 1]","[437, 917, 279, 240]"
1,"[3.0, 7.0, 1.0]",4,56,1103,"[1, 2, 3]","[298, 339, 100]"
1,"[3.0, 6.0, 8.0]",25,52,8856,"[2, 1, 2, 3, 2, 1, 2, 3, 2, 1, 2, 1]","[438, 736, 678, 1077, 261, 578, 538, 718, 1655, 438, 935, 159]"
1,"[6.0, 1.0, 3.0]",5,71,1414,"[2, 3, 1]","[378, 199, 479]"
1,"[8.0, 1.0, 3.0]",20,40,3172,"[1, 2, 1, 3, 1]","[576, 158, 84, 198, 49]"
3,"[5.0, 1.0, 6.0]",29,32,1636,"[2, 3, 1, 3]","[218, 220, 379, 380]"
1,"[9.0, 6.0, 4.0]",15,47,1311,"[2, 1, 3]","[280, 339, 320]"
3,"[3.0, 2.0, 4.0]",3,71,1065,"[1, 3]","[20, 479]"
3,"[2.0, 3.0, 5.0]",3,3,1469,"[1, 2, 3]","[258, 379, 539]"
1,"[10.0, 4.0, 2.0]",17,42,772,[1],[437]
3,"[7.0, 5.0, 9.0]",28,70,2407,"[1, 3, 2, 3, 1, 2, 3]","[338, 240, 219, 439, 279, 423, 20]"
1,"[3.0, 2.0, 8.0]",10,40,1979,"[1, 3, 1]","[400, 460, 737]"
3,"[5.0, 1.0, 6.0]",6,25,4518,"[2, 3, 1, 3]","[738, 299, 837, 159]"
1,"[4.0, 2.0, 1.0]",17,38,4016,"[1, 3, 1, 2, 1]","[256, 518, 880, 200, 677]"
3,"[1.0, 2.0, 8.0]",11,87,2174,"[3, 2, 1, 3]","[99, 220, 358, 739]"
3,"[2.0, 3.0, 5.0]",7,18,6684,"[1, 3, 2, 3]","[1035, 1276, 3310, 676]"
3,"[2.0, 1.0, 4.0]",17,31,1902,"[3, 1, 2, 3]","[60, 259, 180, 478]"
1,"[5.0, 2.0, 1.0]",9,95,841,"[2, 1, 3]","[159, 298, 140]"
1,"[5.0, 2.0, 6.0]",5,3,2302,"[2, 1, 3, 2, 1]","[377, 378, 519, 219, 378]"
1,"[6.0, 2.0, 5.0]",21,62,1140,"[2, 1, 3, 1]","[179, 159, 359, 140]"
1,"[1.0, 2.0, 7.0]",4,34,1645,"[2, 1, 3, 2]","[279, 379, 378, 100]"
3,"[6.0, 2.0, 4.0]",30,39,1394,"[3, 2, 1]","[419, 153, 418]"
2,"[1.0, 6.0, 2.0]",13,73,2538,"[1, 2, 3, 1, 2]","[198, 358, 399, 540, 358]"
2,"[2.0, 7.0, 4.0]",24,98,1913,"[2, 3, 1, 2]","[518, 240, 238, 618]"
3,"[4.0, 3.0, 8.0]",16,83,2760,"[2, 1, 3, 2, 1]","[159, 458, 1016, 598, 79]"
1,"[3.0, 2.0, 1.0]",7,16,6408,"[2, 1, 3, 1]","[1135, 1795, 2133, 996]"
2,"[3.0, 7.0, 1.0]",1,12,1189,"[3, 1, 3, 2]","[179, 258, 199, 239]"
2,"[2.0, 5.0, 6.0]",5,59,2327,"[3, 1, 2, 3, 2]","[239, 379, 539, 275, 319]"
3,"[3.0, 1.0, 5.0]",14,87,1561,"[2, 1, 3, 1]","[288, 239, 438, 282]"
1,"[2.0, 1.0, 6.0]",25,68,5198,"[1, 3, 2, 1, 3, 2]","[410, 438, 638, 2550, 279, 459]"
3,"[3.0, 2.0, 8.0]",16,98,2774,"[2, 3, 1, 2, 3]","[458, 738, 379, 499, 221]"
2,"[3.0, 10.0, 4.0]",24,68,1539,"[1, 3]","[578, 181]"
3,"[7.0, 5.0, 3.0]",26,19,1964,"[2, 1, 3, 2, 3]","[239, 342, 223, 272, 339]"
2,"[7.0, 3.0, 2.0]",1,2,1063,"[2, 3, 1, 2]","[119, 179, 99, 160]"
3,"[1.0, 3.0, 6.0]",4,32,1901,"[2, 3, 1, 3, 2, 3]","[179, 101, 262, 438, 478, 20]"
3,"[5.0, 2.0, 8.0]",24,25,1508,"[2, 3, 1, 3]","[418, 199, 237, 358]"
2,"[3.0, 4.0, 1.0]",14,84,1968,"[2, 1, 3, 1, 2]","[279, 179, 299, 259, 439]"
1,"[3.0, 5.0, 6.0]",6,85,3032,"[2, 1, 3, 1, 3, 2, 1]","[159, 258, 498, 160, 115, 119, 1237]"
2,"[2.0, 1.0, 3.0]",11,4,3046,"[2, 1, 3, 2, 1, 3, 2]","[178, 219, 239, 897, 280, 219, 478]"
1,"[10.0, 9.0, 1.0]",23,46,2480,"[2, 1, 3, 2, 1]","[100, 376, 518, 618, 240]"
2,"[4.0, 9.0, 3.0]",18,5,2522,"[2, 1, 3, 2]","[537, 200, 379, 955]"
1,"[5.0, 3.0, 2.0]",14,13,1293,"[1, 3, 2, 3]","[459, 139, 319, 40]"
1,"[4.0, 2.0, 1.0]",17,40,3953,"[1, 3, 2, 3, 1]","[20, 340, 499, 1237, 897]"
2,"[4.0, 8.0, 2.0]",18,12,3315,"[2, 1, 3, 2]","[1135, 338, 358, 1137]"
3,"[6.0, 2.0, 8.0]",24,89,1025,"[2, 3, 1]","[396, 239, 80]"
2,"[3.0, 2.0, 1.0]",1,39,1409,"[3, 1, 2, 3]","[99, 219, 376, 199]"
2,"[5.0, 7.0, 1.0]",29,42,1949,"[2, 3, 1, 3, 2]","[178, 297, 398, 300, 299]"
1,"[3.0, 1.0, 2.0]",12,75,1385,"[2, 1, 3, 2, 1]","[121, 299, 199, 180, 59]"
1,"[8.0, 2.0, 1.0]",11,49,1369,"[1, 3, 1, 2]","[378, 180, 219, 160]"
2,"[2.0, 5.0, 3.0]",25,20,7769,"[1, 3, 2, 1, 2, 3, 2]","[396, 1056, 817, 578, 1157, 2212, 1156]"
2,"[6.0, 8.0, 5.0]",28,88,2006,"[1, 3, 2, 1]","[261, 219, 365, 374]"
2,"[3.0, 6.0, 2.0]",30,71,2404,"[3, 2, 1, 2, 3]","[199, 299, 498, 658, 299]"
1,"[10.0, 2.0, 4.0]",13,26,1777,"[2, 1, 3, 2, 1]","[219, 160, 201, 438, 20]"
1,"[10.0, 1.0, 4.0]",17,35,857,"[1, 3, 1]","[120, 179, 101]"
3,"[8.0, 5.0, 4.0]",18,54,2195,"[1, 3, 2, 3]","[612, 539, 498, 159]"
1,"[8.0, 5.0, 4.0]",18,39,2463,"[1, 3, 2, 1]","[717, 558, 359, 518]"
3,"[3.0, 2.0, 5.0]",27,5,2342,"[2, 1, 3]","[359, 478, 788]"
2,"[6.0, 3.0, 5.0]",6,28,3146,"[2, 3, 1, 2, 1, 2]","[278, 299, 658, 678, 20, 478]"
2,"[1.0, 8.0, 3.0]",8,88,2482,"[2, 3, 1, 3, 2]","[317, 379, 518, 418, 196]"
3,"[2.0, 1.0, 3.0]",11,65,1260,"[2, 1, 3]","[118, 299, 499]"
1,"[4.0, 3.0, 2.0]",17,25,1860,"[1, 3, 1, 2]","[80, 278, 718, 161]"
1,"[3.0, 5.0, 2.0]",5,11,3060,"[3, 1, 2, 1]","[457, 459, 837, 897]"
3,"[3.0, 1.0, 6.0]",1,59,776,[3],[239]
2,"[5.0, 8.0, 4.0]",28,27,2190,"[3, 1, 2]","[236, 280, 1337]"
2,"[3.0, 9.0, 7.0]",9,37,1010,"[2, 1, 3]","[298, 319, 120]"
3,"[5.0, 8.0, 7.0]",13,98,2126,"[1, 3, 2, 3, 2, 3]","[199, 239, 299, 478, 15, 20]"
1,"[7.0, 3.0, 5.0]",9,66,1163,"[1, 2, 3, 1]","[219, 239, 180, 199]"
3,"[1.0, 6.0, 5.0]",15,64,1695,"[2, 3, 1, 3]","[179, 239, 438, 459]"
3,"[3.0, 1.0, 4.0]",21,12,2648,"[1, 3, 2, 3, 1, 3]","[378, 279, 558, 418, 219, 339]"
3,"[1.0, 4.0, 6.0]",6,34,2335,"[3, 1, 2, 3, 2, 3]","[239, 338, 257, 239, 179, 520]"
3,"[5.0, 2.0, 4.0]",8,22,2834,"[2, 1, 3]","[578, 299, 1556]"
1,"[10.0, 1.0, 6.0]",23,22,1903,"[1, 2, 3]","[617, 359, 614]"
1,"[9.0, 8.0, 7.0]",15,34,1242,"[3, 1, 2, 1]","[278, 279, 239, 80]"
1,"[9.0, 3.0, 1.0]",15,15,1008,"[1, 3, 2]","[234, 239, 140]"
3,"[5.0, 3.0, 8.0]",28,89,939,"[1, 3, 2]","[79, 176, 201]"
2,"[1.0, 9.0, 6.0]",27,89,1047,[2],[776]
1,"[7.0, 5.0, 6.0]",16,78,1886,"[1, 3, 2, 1]","[477, 318, 623, 120]"
2,"[10.0, 6.0, 3.0]",27,9,1586,"[2, 1, 3]","[936, 199, 119]"
1,"[8.0, 5.0, 4.0]",18,18,3455,"[1, 3, 2, 3, 1]","[736, 438, 558, 298, 1019]"
3,"[7.0, 8.0, 5.0]",28,30,3031,"[3, 1, 3, 2, 1, 3, 2, 3]","[220, 239, 299, 273, 98, 499, 497, 97]"
2,"[8.0, 5.0, 3.0]",18,95,2890,"[1, 3, 2, 3, 1, 3, 2]","[596, 295, 459, 100, 418, 379, 120]"
1,"[3.0, 1.0, 2.0]",11,97,2900,"[1, 3, 2, 3, 1]","[239, 219, 279, 981, 637]"
3,"[3.0, 1.0, 8.0]",16,30,4652,"[2, 3, 1, 2, 1, 3, 1, 3, 1]","[517, 540, 438, 538, 398, 200, 999, 219, 339]"
1,"[2.0, 1.0, 4.0]",26,82,2420,"[3, 1, 2, 1, 3, 1]","[252, 359, 497, 159, 419, 40]"
3,"[5.0, 4.0, 6.0]",21,17,2509,"[1, 3, 2, 3]","[418, 458, 398, 897]"
1,"[2.0, 8.0, 4.0]",8,93,2604,"[1, 3, 2, 1]","[419, 377, 917, 259]"
1,"[3.0, 1.0, 2.0]",29,71,3495,"[3, 1, 2, 1]","[238, 259, 1235, 1313]"
2,"[2.0, 5.0, 3.0]",18,19,3511,"[2, 1, 3, 1, 2]","[1174, 697, 478, 219, 559]"
1,"[9.0, 2.0, 5.0]",24,42,2996,"[3, 1, 2, 3, 1]","[498, 424, 316, 477, 719]"
2,"[6.0, 9.0, 8.0]",27,100,861,[2],[381]
2,"[1.0, 4.0, 3.0]",14,64,5825,"[1, 3, 2, 3, 2, 3, 2]","[299, 358, 638, 1734, 338, 1575, 481]"
3,"[2.0, 3.0, 1.0]",3,21,1764,"[2, 1]","[239, 577]"
3,"[3.0, 2.0, 7.0]",30,45,2238,"[2, 1, 3, 2, 3]","[338, 269, 637, 358, 220]"
2,"[2.0, 5.0, 6.0]",5,36,2779,"[2, 3, 1, 3, 2]","[518, 160, 458, 737, 458]"
1,"[6.0, 1.0, 4.0]",13,1,2842,"[1, 2, 3, 2, 1]","[380, 19, 358, 200, 798]"
1,"[4.0, 5.0, 1.0]",6,71,1703,"[2, 1, 3, 1]","[179, 179, 339, 538]"
1,"[5.0, 7.0, 1.0]",20,2,1873,"[2, 1, 2, 1]","[160, 194, 283, 219]"
3,"[5.0, 2.0, 9.0]",29,37,983,"[3, 1]","[275, 299]"
2,"[4.0, 5.0, 2.0]",18,2,1758,"[2, 1, 3, 2]","[458, 278, 318, 300]"
2,"[3.0, 2.0, 1.0]",17,89,826,"[1, 3]","[120, 119]"
1,"[8.0, 4.0, 1.0]",29,15,2791,"[2, 3, 1, 2, 1]","[120, 140, 758, 518, 717]"
1,"[8.0, 1.0, 7.0]",24,47,12473,"[2, 1, 3, 2, 1, 3, 1, 3, 1, 3, 2, 1, 3, 1, 3, 2, 1, 2]","[316, 299, 977, 379, 459, 1895, 1235, 694, 677, 805, 830, 139, 277, 856, 874, 159, 200, 281]"
1,"[4.0, 2.0, 7.0]",25,87,3232,"[1, 3, 2, 1]","[954, 439, 1116, 357]"
3,"[3.0, 6.0, 8.0]",15,66,1262,"[2, 3, 1]","[318, 319, 319]"
3,"[1.0, 2.0, 8.0]",11,60,984,"[1, 3]","[219, 276]"
1,"[9.0, 3.0, 8.0]",18,7,1922,"[1, 3, 2, 1]","[558, 339, 438, 199]"
2,"[2.0, 4.0, 1.0]",11,21,3317,"[2, 1, 3, 2, 1, 2]","[158, 395, 418, 160, 238, 1496]"
3,"[5.0, 2.0, 4.0]",8,51,1129,"[2, 3, 1]","[279, 399, 139]"
3,"[1.0, 5.0, 6.0]",2,73,3151,"[2, 1, 3, 1, 3, 2, 3]","[20, 219, 278, 239, 558, 558, 737]"
2,"[3.0, 9.0, 7.0]",9,33,787,"[2, 1]","[378, 120]"
2,"[8.0, 7.0, 2.0]",11,59,1956,"[2, 1, 3, 1, 2]","[119, 159, 241, 140, 858]"
2,"[4.0, 3.0, 2.0]",27,64,1840,"[2, 1, 3, 2]","[218, 359, 416, 439]"
1,"[2.0, 3.0, 7.0]",25,64,4971,"[1, 3, 2, 1, 3, 1]","[418, 459, 957, 498, 1056, 1176]"
2,"[8.0, 5.0, 7.0]",26,7,3747,"[1, 2, 3, 1, 2, 3, 2]","[318, 420, 458, 698, 456, 756, 20]"
3,"[1.0, 4.0, 6.0]",8,59,2167,"[2, 1, 3]","[518, 339, 698]"
3,"[7.0, 3.0, 6.0]",30,100,1076,"[2, 3, 1]","[200, 398, 98]"
3,"[2.0, 1.0, 6.0]",12,81,1333,"[2, 3, 1, 3]","[101, 467, 155, 101]"
1,"[7.0, 2.0, 1.0]",13,61,3656,"[1, 3, 1, 2, 1, 3, 2]","[179, 241, 1097, 458, 598, 339, 83]"
1,"[8.0, 2.0, 5.0]",28,67,866,"[3, 1]","[140, 437]"
2,"[5.0, 3.0, 6.0]",23,4,4306,"[2, 3, 1, 2, 3, 2]","[658, 478, 458, 797, 180, 1316]"
2,"[6.0, 8.0, 2.0]",13,96,1217,"[1, 3, 2, 1]","[279, 279, 180, 100]"
1,"[7.0, 4.0, 5.0]",16,55,7047,"[2, 1, 2, 3, 1, 2]","[584, 478, 2571, 1116, 1296, 379]"
3,"[1.0, 2.0, 6.0]",12,62,1430,"[1, 3]","[339, 597]"
3,"[4.0, 2.0, 8.0]",10,29,4295,"[1, 3, 2, 1, 3, 2, 1]","[379, 420, 1017, 419, 438, 778, 359]"
2,"[9.0, 8.0, 2.0]",16,27,5614,"[1, 3, 2, 3, 1]","[418, 1734, 2212, 539, 298]"
3,"[3.0, 1.0, 4.0]",6,91,1730,"[1, 2, 3, 1, 3]","[180, 318, 438, 162, 220]"
3,"[2.0, 1.0, 3.0]",1,20,993,"[2, 3, 1, 2]","[159, 199, 258, 100]"
1,"[5.0, 4.0, 2.0]",10,12,2367,"[1, 3, 2, 1]","[617, 481, 737, 119]"
2,"[2.0, 4.0, 3.0]",16,22,7966,"[1, 3, 2, 1, 2, 3, 2]","[438, 658, 1754, 837, 3249, 267, 239]"
2,"[3.0, 4.0, 2.0]",17,17,1232,"[3, 1, 3]","[99, 388, 140]"
3,"[2.0, 3.0, 4.0]",3,48,1748,"[2, 3]","[518, 298]"
3,"[10.0, 2.0, 9.0]",27,17,1084,"[3, 1, 2]","[358, 319, 20]"
1,"[10.0, 8.0, 3.0]",13,83,787,"[1, 3]","[298, 159]"
2,"[10.0, 7.0, 2.0]",22,12,1666,"[1, 2, 3, 2]","[298, 618, 199, 140]"
1,"[2.0, 8.0, 1.0]",10,87,1427,"[1, 3, 1]","[159, 319, 558]"
2,"[3.0, 6.0, 4.0]",13,23,1592,"[2, 1, 3, 2]","[159, 297, 220, 438]"
3,"[9.0, 1.0, 4.0]",27,83,962,"[2, 3, 1]","[160, 359, 100]"
3,"[8.0, 9.0, 10.0]",18,94,2782,"[1, 3, 2, 3]","[658, 338, 339, 897]"
3,"[1.0, 3.0, 4.0]",17,71,1814,"[3, 1, 2, 3]","[198, 99, 258, 558]"
2,"[4.0, 3.0, 1.0]",17,96,2000,"[2, 3, 2, 3, 1]","[122, 19, 99, 160, 480]"
2,"[1.0, 3.0, 2.0]",14,14,1920,"[2, 1, 3, 1, 2]","[299, 378, 299, 179, 381]"
1,"[7.0, 1.0, 5.0]",15,36,1275,"[3, 2, 1]","[299, 300, 359]"
2,"[6.0, 5.0, 2.0]",7,26,2006,"[2, 1, 3, 2]","[915, 259, 260, 59]"
3,"[5.0, 4.0, 8.0]",18,24,2074,"[1, 3, 2, 3]","[896, 358, 339, 120]"
1,"[4.0, 2.0, 1.0]",12,65,1403,"[2, 1, 3, 1]","[200, 160, 278, 359]"
2,"[3.0, 9.0, 6.0]",27,24,911,[2],[597]
3,"[1.0, 4.0, 10.0]",26,23,1480,"[1, 3, 1]","[82, 638, 302]"
3,"[2.0, 1.0, 4.0]",21,64,1683,"[2, 1, 3, 2, 3]","[140, 218, 458, 239, 120]"
1,"[7.0, 2.0, 1.0]",1,51,1315,"[3, 1, 2, 1]","[179, 120, 239, 279]"
3,"[2.0, 1.0, 8.0]",11,34,1411,"[2, 3, 1, 3]","[279, 260, 262, 60]"
1,"[9.0, 1.0, 4.0]",19,10,875,"[1, 3]","[516, 39]"
2,"[2.0, 9.0, 4.0]",29,31,2619,"[2, 1, 3, 1, 2]","[363, 279, 318, 459, 818]"
3,"[5.0, 8.0, 7.0]",20,58,2364,"[1, 2, 3]","[278, 336, 689]"
2,"[2.0, 7.0, 6.0]",30,31,1232,"[1, 2, 3, 2]","[259, 279, 319, 20]"
1,"[5.0, 2.0, 4.0]",29,68,2438,"[1, 2, 3, 1]","[196, 238, 419, 1196]"
3,"[4.0, 8.0, 9.0]",18,27,1855,"[2, 1, 3]","[731, 379, 421]"
1,"[5.0, 1.0, 4.0]",24,4,2072,"[2, 3, 1]","[637, 239, 718]"
1,"[3.0, 1.0, 2.0]",1,82,1501,"[2, 3, 1, 2, 1]","[140, 279, 319, 200, 201]"
2,"[2.0, 4.0, 1.0]",3,8,2087,"[2, 3, 2]","[917, 518, 276]"
2,"[5.0, 6.0, 3.0]",2,71,1712,"[2, 1, 3, 1, 2]","[239, 259, 239, 179, 399]"
2,"[1.0, 3.0, 2.0]",4,75,1282,"[1, 3, 2]","[119, 219, 640]"
1,"[10.0, 5.0, 3.0]",15,67,1257,"[3, 1, 2, 1]","[140, 279, 359, 81]"
2,"[4.0, 9.0, 3.0]",27,4,1973,"[2, 1, 3, 2]","[419, 339, 259, 239]"
3,"[4.0, 5.0, 8.0]",8,18,2068,"[1, 3, 2, 3]","[179, 438, 358, 559]"
3,"[9.0, 2.0, 10.0]",18,59,1621,"[1, 3, 2, 3]","[437, 459, 293, 101]"
3,"[3.0, 2.0, 4.0]",7,73,5648,"[1, 2, 3]","[2772, 1156, 1196]"
2,"[2.0, 8.0, 7.0]",26,1,1212,"[1, 3, 2]","[183, 278, 441]"
1,"[8.0, 4.0, 2.0]",22,1,3430,"[2, 3, 1, 2, 1]","[398, 519, 359, 518, 1117]"
3,"[3.0, 2.0, 9.0]",30,15,1321,"[1, 3]","[417, 539]"
2,"[1.0, 9.0, 5.0]",20,83,2166,"[1, 2]","[198, 1556]"
3,"[6.0, 1.0, 4.0]",13,53,2557,"[2, 1, 3, 2, 1, 3, 2]","[199, 219, 320, 140, 199, 239, 479]"
1,"[4.0, 6.0, 1.0]",20,85,1566,"[1, 3, 2, 1]","[53, 245, 236, 200]"
1,"[8.0, 1.0, 2.0]",8,44,1209,"[2, 1]","[180, 737]"
3,"[3.0, 2.0, 4.0]",17,36,7024,"[2, 3, 1, 2, 1, 3, 1, 3, 1]","[20, 339, 197, 699, 418, 538, 918, 1713, 822]"
3,"[2.0, 1.0, 7.0]",14,82,1191,"[1, 3, 2, 1]","[199, 199, 219, 260]"
1,"[4.0, 1.0, 2.0]",11,54,1525,"[1, 2, 1, 3, 2]","[218, 242, 181, 240, 219]"
3,"[9.0, 2.0, 4.0]",22,50,2181,"[1, 2, 3, 1, 3]","[162, 358, 419, 256, 558]"
1,"[6.0, 4.0, 3.0]",21,15,1737,"[2, 1, 3, 1]","[279, 359, 439, 360]"
2,"[1.0, 2.0, 3.0]",30,48,1951,"[2, 3, 1, 3, 2]","[139, 298, 378, 279, 399]"
1,"[8.0, 3.0, 5.0]",5,86,974,"[1, 3]","[418, 220]"
2,"[5.0, 4.0, 2.0]",10,41,2574,"[3, 1, 2, 3, 2]","[180, 518, 339, 936, 140]"
1,"[4.0, 3.0, 1.0]",17,58,1777,"[2, 1, 3, 2, 3]","[60, 120, 160, 596, 60]"
2,"[2.0, 7.0, 1.0]",1,32,961,"[2, 3, 1]","[179, 180, 80]"
1,"[4.0, 3.0, 5.0]",8,17,936,[1],[637]
3,"[1.0, 2.0, 4.0]",4,8,2678,"[2, 1, 3, 2, 3]","[339, 917, 418, 538, 60]"
1,"[7.0, 1.0, 6.0]",23,63,2820,"[1, 2, 3, 1, 3]","[199, 418, 338, 1153, 278]"
1,"[9.0, 6.0, 4.0]",18,44,2226,"[1, 3, 2, 1]","[716, 359, 519, 260]"
3,"[2.0, 4.0, 5.0]",10,66,1576,"[1, 3, 2]","[597, 459, 100]"
3,"[2.0, 4.0, 10.0]",13,37,1858,"[2, 1, 3, 2]","[60, 219, 798, 80]"
1,"[4.0, 2.0, 5.0]",8,52,4878,"[3, 1, 2, 1]","[279, 358, 2052, 1733]"
2,"[5.0, 8.0, 6.0]",16,44,5232,"[2, 3, 1, 2]","[1972, 1136, 438, 1318]"
2,"[1.0, 4.0, 2.0]",11,85,2103,"[1, 3, 2]","[296, 279, 1161]"
