choice,value,subject,trial,rt,fixations,fix_times
3,"[1.0, 4.0, 5.0]",21,59,2017,"[2, 1, 3, 2, 3]","[219, 379, 378, 479, 220]"
2,"[5.0, 10.0, 7.0]",7,15,13521,"[2, 1, 3, 1, 3, 1, 3, 2]","[1834, 215, 199, 657, 4665, 3192, 997, 1017]"
3,"[9.0, 4.0, 8.0]",20,96,854,"[3, 1, 3]","[138, 218, 120]"
1,"[9.0, 2.0, 7.0]",30,11,1502,"[1, 2, 1, 3]","[219, 320, 365, 199]"
2,"[4.0, 9.0, 3.0]",18,37,1507,"[1, 3, 2]","[598, 319, 299]"
3,"[3.0, 5.0, 9.0]",18,41,4008,"[1, 3, 2, 3]","[618, 614, 1076, 1296]"
2,"[1.0, 3.0, 2.0]",1,92,1246,"[3, 2, 1, 2]","[180, 179, 339, 120]"
1,"[4.0, 2.0, 5.0]",10,75,1171,"[1, 2, 3]","[358, 379, 60]"
1,"[5.0, 2.0, 1.0]",19,52,1944,"[3, 2, 1, 3, 1]","[219, 219, 502, 379, 40]"
1,"[7.0, 3.0, 2.0]",29,46,4126,"[2, 1, 3, 2, 1, 2]","[177, 319, 837, 537, 1617, 61]"
3,"[3.0, 6.0, 7.0]",25,96,6173,"[2, 1, 3, 2, 1, 3, 2, 3]","[379, 895, 398, 738, 519, 1454, 657, 538]"
2,"[1.0, 5.0, 2.0]",12,41,1050,"[2, 1, 3, 2]","[259, 119, 160, 20]"
2,"[4.0, 3.0, 1.0]",5,95,2971,"[2, 1, 3, 2, 1, 2, 1]","[320, 339, 438, 435, 240, 478, 41]"
2,"[4.0, 7.0, 3.0]",15,96,1302,"[2, 1, 3]","[319, 339, 280]"
1,"[8.0, 1.0, 6.0]",13,68,1735,"[2, 3, 1, 3, 1]","[160, 199, 140, 219, 498]"
2,"[1.0, 3.0, 4.0]",22,90,1383,"[3, 1, 2]","[199, 118, 718]"
3,"[1.0, 4.0, 2.0]",17,22,13653,"[3, 1, 3, 1, 2, 3, 1, 3, 1, 3, 1, 3, 2, 3, 1, 3]","[60, 178, 498, 259, 877, 100, 518, 260, 39, 753, 658, 658, 1056, 718, 3009, 1873]"
1,"[7.0, 3.0, 6.0]",9,30,1091,"[2, 1, 3]","[259, 238, 299]"
3,"[7.0, 2.0, 8.0]",28,13,1338,"[2, 3, 1]","[179, 518, 240]"
3,"[4.0, 5.0, 2.0]",25,26,4313,"[1, 3, 2, 1, 3]","[459, 1315, 538, 536, 1077]"
3,"[3.0, 9.0, 8.0]",19,97,732,"[3, 2]","[260, 199]"
2,"[3.0, 8.0, 7.0]",22,33,1098,"[1, 2]","[357, 438]"
1,"[5.0, 3.0, 1.0]",12,35,1246,"[3, 1, 3, 1]","[219, 299, 159, 179]"
2,"[5.0, 7.0, 2.0]",30,28,1348,"[2, 3, 1, 2]","[259, 339, 140, 239]"
3,"[1.0, 4.0, 3.0]",26,89,2058,"[1, 3, 2, 3, 1, 3]","[199, 299, 325, 279, 379, 139]"
1,"[2.0, 4.0, 3.0]",3,100,999,[2],[518]
3,"[2.0, 3.0, 4.0]",13,64,1982,"[3, 1, 3, 2, 3]","[219, 319, 300, 339, 240]"
2,"[1.0, 8.0, 4.0]",19,44,975,"[2, 1, 3]","[159, 299, 183]"
1,"[6.0, 5.0, 1.0]",23,2,6519,"[2, 3, 1, 2, 3, 2, 3, 1, 2]","[617, 359, 660, 977, 339, 758, 379, 956, 1196]"
2,"[7.0, 5.0, 2.0]",23,50,4989,"[1, 3, 1, 2]","[1013, 442, 1512, 1575]"
2,"[2.0, 9.0, 5.0]",4,71,1233,"[1, 2]","[120, 677]"
3,"[1.0, 5.0, 8.0]",29,91,1745,"[2, 3, 1, 2]","[378, 260, 458, 220]"
2,"[6.0, 3.0, 5.0]",25,48,7028,"[2, 3, 1, 2, 3, 1, 2, 3, 2]","[277, 398, 1632, 419, 219, 1973, 538, 778, 258]"
1,"[4.0, 2.0, 1.0]",4,33,1488,"[2, 1, 3, 1]","[219, 239, 535, 159]"
1,"[5.0, 2.0, 4.0]",16,1,3439,"[1, 3, 2, 1]","[498, 478, 1833, 239]"
3,"[7.0, 4.0, 10.0]",28,44,1176,"[1, 3]","[298, 599]"
2,"[3.0, 7.0, 2.0]",24,35,3211,"[1, 3, 1, 2]","[390, 540, 499, 1494]"
2,"[3.0, 5.0, 4.0]",16,42,10820,"[2, 3, 1, 3, 2, 3, 2]","[558, 1275, 1554, 480, 3249, 1514, 1476]"
3,"[1.0, 5.0, 4.0]",13,21,2315,"[2, 1, 3, 1, 2]","[219, 298, 357, 359, 598]"
2,"[6.0, 8.0, 1.0]",5,85,1532,"[3, 1, 2]","[437, 359, 399]"
3,"[6.0, 5.0, 9.0]",15,91,1362,"[3, 1, 3]","[219, 399, 358]"
2,"[2.0, 6.0, 1.0]",14,91,1716,"[1, 3, 1, 2]","[299, 359, 160, 578]"
1,"[5.0, 1.0, 4.0]",24,88,1647,"[2, 3, 1]","[338, 279, 757]"
1,"[2.0, 1.0, 3.0]",1,40,2056,"[2, 1, 3, 1, 3, 2, 1]","[119, 259, 298, 259, 159, 179, 158]"
3,"[1.0, 2.0, 8.0]",11,40,1467,"[2, 3, 2, 1, 3]","[97, 219, 439, 200, 39]"
2,"[2.0, 7.0, 4.0]",26,45,1105,"[3, 2, 1]","[239, 281, 178]"
2,"[1.0, 2.0, 5.0]",4,31,2192,"[2, 1, 3, 2, 3, 2]","[158, 399, 131, 697, 299, 40]"
1,"[8.0, 2.0, 3.0]",9,45,935,"[2, 1, 3]","[159, 239, 219]"
1,"[8.0, 5.0, 2.0]",7,58,7312,"[1, 3, 2, 1]","[1813, 1116, 3489, 537]"
1,"[9.0, 4.0, 6.0]",27,2,1329,"[3, 1]","[359, 619]"
2,"[7.0, 8.0, 3.0]",22,41,1604,"[2, 1, 2]","[517, 238, 499]"
2,"[1.0, 10.0, 7.0]",23,23,2514,"[1, 3, 2]","[397, 857, 957]"
2,"[5.0, 10.0, 1.0]",7,36,3264,"[2, 1, 3, 2]","[458, 1435, 417, 458]"
2,"[3.0, 4.0, 1.0]",5,78,2296,"[1, 3, 2]","[298, 977, 618]"
3,"[2.0, 7.0, 5.0]",21,1,4308,"[1, 3, 2, 3]","[497, 718, 557, 2173]"
3,"[4.0, 2.0, 7.0]",10,60,1323,"[2, 1, 3]","[100, 180, 639]"
1,"[8.0, 6.0, 2.0]",26,9,1405,"[1, 3, 1, 2]","[160, 298, 379, 40]"
3,"[3.0, 7.0, 5.0]",29,20,3132,"[2, 3, 1, 2, 3]","[356, 577, 538, 616, 580]"
1,"[3.0, 2.0, 1.0]",1,98,1328,"[2, 3, 1, 2]","[159, 160, 497, 200]"
3,"[2.0, 7.0, 8.0]",16,82,5785,"[2, 1, 3]","[377, 278, 4766]"
1,"[3.0, 1.0, 2.0]",14,58,1609,"[1, 3, 2, 3, 1]","[279, 239, 260, 299, 58]"
1,"[6.0, 2.0, 1.0]",10,30,2028,"[3, 1, 2]","[419, 558, 638]"
1,"[2.0, 5.0, 1.0]",29,2,3563,"[2, 3, 1, 2, 1, 3]","[218, 319, 776, 1050, 398, 220]"
2,"[4.0, 6.0, 2.0]",7,93,10337,"[2, 1, 3, 1, 2]","[2731, 2492, 1974, 2172, 518]"
2,"[2.0, 4.0, 5.0]",13,84,3170,"[2, 1, 3, 2, 3, 1, 2]","[119, 279, 200, 438, 200, 498, 897]"
1,"[5.0, 3.0, 1.0]",6,36,8489,"[1, 2, 3, 2, 1, 2, 3, 1, 2, 1]","[359, 338, 438, 418, 995, 259, 559, 2292, 559, 1356]"
1,"[5.0, 4.0, 1.0]",19,34,1105,"[3, 1, 2]","[199, 328, 235]"
2,"[1.0, 7.0, 2.0]",12,56,955,"[2, 1]","[100, 219]"
2,"[9.0, 10.0, 1.0]",23,17,2237,"[1, 2, 3, 1]","[377, 658, 778, 82]"
3,"[1.0, 3.0, 6.0]",1,47,1438,"[2, 1, 3, 2]","[179, 258, 159, 320]"
2,"[2.0, 4.0, 3.0]",30,57,2501,"[3, 2, 1, 3, 2]","[239, 318, 419, 458, 658]"
2,"[4.0, 7.0, 1.0]",15,56,1010,"[2, 1, 3]","[178, 219, 199]"
1,"[9.0, 1.0, 3.0]",19,65,2335,"[2, 1, 3, 1, 3, 1]","[80, 217, 219, 379, 479, 399]"
1,"[7.0, 3.0, 2.0]",28,20,1972,"[1, 2, 3, 1, 3]","[219, 319, 258, 359, 299]"
3,"[1.0, 2.0, 8.0]",20,22,1987,"[3, 1, 2, 3]","[232, 259, 279, 704]"
3,"[3.0, 1.0, 8.0]",24,80,1473,"[1, 3, 2, 3]","[319, 339, 220, 180]"
2,"[3.0, 4.0, 6.0]",8,80,3571,"[2, 3, 1, 2]","[498, 837, 160, 1675]"
3,"[2.0, 1.0, 4.0]",17,24,3644,"[3, 2, 1, 3, 2, 3]","[498, 378, 539, 359, 520, 299]"
2,"[2.0, 9.0, 6.0]",30,61,1739,"[3, 1, 2]","[338, 359, 659]"
2,"[6.0, 9.0, 8.0]",16,84,11211,"[1, 3, 2, 1, 3, 2, 1, 2, 1, 2, 3, 1, 2]","[1454, 1554, 358, 2213, 478, 479, 234, 280, 717, 779, 916, 240, 579]"
2,"[5.0, 6.0, 3.0]",6,44,1461,"[2, 1, 3, 2]","[557, 219, 178, 99]"
2,"[2.0, 4.0, 3.0]",27,82,1220,"[3, 1, 2]","[180, 160, 519]"
2,"[5.0, 6.0, 9.0]",16,86,3428,"[3, 2, 1, 3, 2]","[219, 378, 1113, 258, 997]"
2,"[5.0, 3.0, 6.0]",6,88,2370,"[1, 2, 3, 2]","[179, 438, 239, 997]"
2,"[2.0, 8.0, 1.0]",12,37,1523,"[2, 3, 1, 3, 1]","[160, 159, 159, 438, 160]"
3,"[1.0, 4.0, 5.0]",21,83,1133,"[2, 1, 3]","[238, 197, 419]"
1,"[8.0, 2.0, 4.0]",24,95,3657,"[2, 3, 2, 1]","[876, 1695, 297, 482]"
2,"[9.0, 7.0, 4.0]",15,85,2065,"[1, 3, 2, 1, 2]","[318, 260, 338, 260, 439]"
3,"[6.0, 3.0, 5.0]",16,69,3128,"[1, 3, 2, 1, 3]","[498, 1335, 519, 260, 99]"
1,"[4.0, 2.0, 1.0]",17,73,3356,"[3, 2, 3, 1, 2, 1]","[119, 59, 679, 179, 297, 523]"
1,"[6.0, 2.0, 3.0]",30,67,2541,"[3, 1, 2, 3, 1]","[259, 299, 440, 347, 658]"
2,"[2.0, 5.0, 3.0]",3,34,1321,[1],[498]
3,"[3.0, 2.0, 4.0]",21,34,8508,"[2, 1, 3, 2, 1, 3, 2]","[259, 518, 717, 1156, 3030, 1199, 1052]"
2,"[1.0, 6.0, 4.0]",20,18,2774,"[1, 2, 3, 2, 1, 2]","[238, 198, 339, 391, 622, 260]"
2,"[10.0, 6.0, 2.0]",27,46,1409,"[3, 2]","[300, 559]"
1,"[7.0, 1.0, 8.0]",12,44,1540,"[2, 3, 2, 1]","[119, 119, 182, 558]"
2,"[2.0, 7.0, 4.0]",24,53,3100,"[2, 1, 3, 1, 2, 3, 2]","[478, 259, 473, 578, 519, 319, 79]"
3,"[7.0, 2.0, 9.0]",4,16,1661,"[2, 3, 1]","[398, 715, 219]"
2,"[3.0, 8.0, 1.0]",2,12,2648,"[2, 3, 1, 2, 3, 2, 1, 2]","[219, 180, 199, 239, 478, 219, 239, 219]"
3,"[4.0, 8.0, 5.0]",19,40,1529,"[2, 3, 1, 2]","[180, 358, 20, 308]"
2,"[2.0, 9.0, 3.0]",29,85,5053,"[2, 1, 3, 2, 3, 2]","[377, 638, 478, 1037, 1236, 812]"
2,"[2.0, 9.0, 6.0]",9,46,1076,"[2, 3, 2]","[180, 299, 300]"
1,"[3.0, 1.0, 2.0]",1,84,1289,"[3, 1]","[179, 658]"
1,"[5.0, 2.0, 4.0]",13,10,4608,"[1, 3, 2, 3, 2, 1, 3, 1]","[637, 222, 378, 378, 479, 778, 578, 261]"
1,"[4.0, 6.0, 2.0]",30,60,3130,"[2, 3, 1, 2, 3, 1]","[179, 219, 718, 717, 518, 221]"
2,"[4.0, 3.0, 2.0]",3,69,3205,[3],[200]
1,"[10.0, 2.0, 3.0]",13,57,802,"[2, 1, 3]","[159, 199, 99]"
1,"[9.0, 8.0, 4.0]",15,54,1017,"[2, 1, 3, 1]","[159, 159, 259, 59]"
1,"[2.0, 1.0, 3.0]",14,70,5181,"[1, 3, 1, 2, 1, 3, 1, 3, 1, 3, 1]","[259, 459, 441, 299, 359, 179, 178, 559, 1055, 598, 298]"
3,"[2.0, 5.0, 3.0]",10,18,2324,"[3, 2, 1, 3]","[299, 358, 339, 779]"
2,"[2.0, 7.0, 5.0]",25,42,10916,"[2, 1, 2, 3, 1, 3, 1, 2]","[199, 757, 339, 447, 1176, 777, 797, 5900]"
1,"[8.0, 7.0, 6.0]",25,81,4005,"[1, 3, 2, 3, 1, 2, 3, 1]","[456, 538, 398, 556, 161, 479, 378, 498]"
1,"[7.0, 5.0, 8.0]",9,56,1173,"[2, 1, 3, 1]","[158, 199, 397, 80]"
2,"[3.0, 8.0, 6.0]",19,91,1131,"[1, 2, 3]","[179, 239, 399]"
2,"[5.0, 3.0, 1.0]",6,9,2517,"[2, 3, 1, 2]","[238, 338, 837, 639]"
1,"[7.0, 2.0, 6.0]",8,9,2682,"[3, 1, 3, 2, 1]","[240, 218, 658, 677, 379]"
1,"[4.0, 2.0, 1.0]",8,26,6819,"[1, 2, 3, 1, 2, 1]","[677, 638, 637, 1117, 658, 2532]"
2,"[2.0, 7.0, 8.0]",16,6,4308,"[1, 3, 2, 1, 2]","[816, 618, 1076, 1255, 162]"
1,"[7.0, 4.0, 5.0]",8,100,897,[1],[598]
3,"[3.0, 2.0, 7.0]",5,73,1626,"[3, 1, 2, 3]","[239, 359, 478, 199]"
2,"[2.0, 3.0, 1.0]",11,8,2548,"[3, 1, 3, 2, 1]","[178, 358, 379, 858, 379]"
1,"[3.0, 1.0, 2.0]",21,55,3561,"[1, 3, 1, 2, 3, 1]","[179, 857, 418, 359, 499, 698]"
2,"[4.0, 9.0, 8.0]",27,16,939,[2],[638]
1,"[1.0, 2.0, 4.0]",12,52,1749,"[2, 1, 3, 2, 1]","[159, 278, 199, 458, 120]"
3,"[1.0, 9.0, 4.0]",20,93,1465,"[2, 3, 2]","[214, 194, 319]"
3,"[8.0, 3.0, 4.0]",17,9,1394,"[3, 2]","[758, 258]"
2,"[2.0, 3.0, 1.0]",14,2,1893,"[2, 1, 3, 2]","[298, 359, 361, 438]"
3,"[5.0, 4.0, 8.0]",20,67,1411,[1],[18]
2,"[6.0, 4.0, 1.0]",13,58,2422,"[2, 1, 3, 2, 3, 1, 3]","[20, 159, 179, 118, 219, 457, 559]"
3,"[3.0, 4.0, 7.0]",14,27,2099,"[2, 1, 3, 1, 2, 3]","[319, 339, 358, 299, 379, 21]"
2,"[3.0, 7.0, 2.0]",26,90,1357,"[2, 1, 3, 2]","[416, 230, 275, 76]"
2,"[2.0, 10.0, 3.0]",17,60,1513,"[3, 2]","[180, 957]"
2,"[3.0, 5.0, 6.0]",16,43,3893,"[1, 3, 2, 3, 1, 3, 2]","[597, 499, 558, 478, 258, 459, 520]"
2,"[8.0, 10.0, 5.0]",20,54,1173,"[1, 2]","[248, 256]"
3,"[3.0, 2.0, 4.0]",21,100,2408,"[2, 1, 3, 1, 2, 3]","[159, 179, 617, 299, 359, 379]"
2,"[3.0, 7.0, 5.0]",19,6,1453,"[2, 3, 1, 2]","[179, 358, 278, 236]"
1,"[6.0, 3.0, 5.0]",9,54,1209,"[2, 1, 3]","[118, 197, 399]"
3,"[1.0, 2.0, 6.0]",30,84,975,"[3, 1]","[498, 199]"
3,"[2.0, 4.0, 9.0]",10,22,2859,"[2, 3, 1, 2, 3]","[430, 397, 558, 738, 379]"
3,"[1.0, 8.0, 4.0]",19,54,1471,"[2, 3]","[95, 1034]"
1,"[6.0, 2.0, 3.0]",24,74,2956,"[1, 3, 2, 1]","[477, 538, 1037, 597]"
1,"[4.0, 3.0, 5.0]",28,35,2055,"[2, 3, 1, 3, 1]","[238, 239, 439, 575, 159]"
1,"[3.0, 1.0, 2.0]",14,49,2203,"[2, 1, 3, 1]","[240, 996, 299, 319]"
3,"[2.0, 6.0, 8.0]",19,78,1137,"[2, 3, 1]","[160, 218, 438]"
3,"[3.0, 5.0, 7.0]",25,79,4845,"[1, 3, 2, 3, 1, 2, 3]","[538, 618, 478, 697, 419, 857, 760]"
1,"[7.0, 4.0, 2.0]",13,93,1298,"[2, 1, 3, 2]","[159, 398, 319, 20]"
3,"[1.0, 2.0, 10.0]",17,94,708,[3],[239]
3,"[2.0, 5.0, 7.0]",5,58,1401,"[2, 1, 3]","[538, 359, 160]"
3,"[8.0, 2.0, 4.0]",17,33,14168,"[1, 2, 3, 2, 1, 2, 3, 2, 1, 3, 2, 3, 1]","[280, 256, 279, 176, 337, 1154, 618, 1176, 2452, 1012, 597, 2053, 240]"
1,"[9.0, 7.0, 8.0]",20,4,2130,"[2, 1, 2, 1]","[168, 701, 309, 20]"
1,"[8.0, 1.0, 2.0]",19,30,1235,"[3, 1]","[378, 583]"
3,"[1.0, 7.0, 6.0]",9,75,1322,"[1, 2, 3]","[39, 219, 638]"
1,"[7.0, 3.0, 2.0]",14,31,1473,"[1, 2, 3, 1]","[318, 399, 260, 120]"
2,"[1.0, 2.0, 7.0]",23,36,3272,"[2, 1, 3, 2]","[199, 358, 498, 1815]"
2,"[2.0, 7.0, 3.0]",13,89,1385,"[1, 3, 2]","[338, 279, 459]"
2,"[4.0, 10.0, 8.0]",2,30,2782,"[2, 3, 2, 3, 2, 1, 3, 2]","[239, 219, 199, 259, 199, 299, 319, 179]"
2,"[4.0, 7.0, 2.0]",5,55,2017,"[3, 1, 2]","[238, 798, 560]"
3,"[1.0, 2.0, 10.0]",7,85,3451,"[2, 1, 2, 3]","[1315, 1117, 120, 278]"
2,"[2.0, 3.0, 1.0]",10,55,1307,"[2, 3, 1, 2]","[358, 279, 280, 20]"
3,"[3.0, 5.0, 7.0]",4,63,1077,"[1, 3]","[159, 578]"
2,"[1.0, 4.0, 6.0]",27,23,2484,"[2, 3, 1, 2]","[239, 677, 338, 837]"
1,"[9.0, 2.0, 3.0]",10,79,811,[1],[538]
2,"[1.0, 7.0, 6.0]",12,95,1094,[2],[837]
3,"[3.0, 2.0, 7.0]",14,51,1174,"[1, 2, 3]","[319, 299, 200]"
2,"[2.0, 10.0, 1.0]",13,86,1499,"[1, 3, 2, 1]","[298, 299, 398, 160]"
3,"[3.0, 2.0, 8.0]",22,99,1662,"[2, 1, 3]","[279, 458, 541]"
3,"[2.0, 3.0, 4.0]",17,70,2435,"[3, 2, 3, 2, 1]","[41, 416, 578, 123, 20]"
2,"[1.0, 5.0, 2.0]",29,99,2920,"[2, 1, 3, 1, 2, 3]","[168, 199, 639, 499, 599, 317]"
3,"[4.0, 5.0, 8.0]",19,60,1790,"[3, 1, 2, 1]","[239, 259, 577, 149]"
3,"[8.0, 6.0, 9.0]",15,100,1756,"[3, 1, 3, 2]","[179, 619, 324, 199]"
3,"[8.0, 7.0, 9.0]",22,61,1473,"[2, 1, 3]","[179, 219, 694]"
3,"[6.0, 4.0, 10.0]",2,93,955,"[2, 3, 2]","[258, 239, 81]"
1,"[7.0, 1.0, 4.0]",14,29,1844,"[2, 1, 3, 2, 1]","[398, 378, 358, 200, 99]"
2,"[3.0, 2.0, 5.0]",9,41,1546,"[2, 1, 2, 3]","[160, 319, 359, 379]"
3,"[2.0, 4.0, 9.0]",11,31,1133,"[2, 3, 1, 2]","[119, 258, 198, 200]"
3,"[3.0, 6.0, 4.0]",27,74,1107,"[3, 1]","[478, 319]"
2,"[3.0, 5.0, 2.0]",21,84,1514,"[2, 1, 3, 1, 2]","[180, 139, 438, 160, 200]"
1,"[3.0, 1.0, 2.0]",1,4,1368,"[3, 1, 3, 1]","[120, 298, 200, 239]"
2,"[8.0, 10.0, 5.0]",26,100,1655,"[1, 3, 1, 2]","[298, 290, 140, 478]"
3,"[8.0, 4.0, 9.0]",18,78,4463,"[2, 1, 3, 1, 3, 1, 3]","[887, 317, 492, 495, 715, 734, 20]"
3,"[3.0, 1.0, 8.0]",27,72,893,"[2, 3]","[159, 438]"
2,"[5.0, 10.0, 3.0]",18,29,3036,"[2, 1, 3, 2]","[1255, 518, 339, 557]"
1,"[4.0, 2.0, 3.0]",5,99,1771,"[2, 1, 3, 1]","[458, 260, 496, 219]"
2,"[6.0, 8.0, 2.0]",5,34,1693,"[1, 3, 2, 3]","[477, 334, 453, 20]"
2,"[1.0, 8.0, 3.0]",19,1,1343,"[1, 2]","[119, 898]"
3,"[1.0, 2.0, 10.0]",17,18,850,[3],[377]
2,"[5.0, 6.0, 3.0]",5,40,2733,"[1, 3, 2, 1, 2, 3]","[436, 339, 517, 558, 219, 20]"
3,"[1.0, 2.0, 7.0]",29,58,2587,"[1, 3, 2, 3, 1]","[357, 358, 759, 577, 99]"
1,"[4.0, 5.0, 3.0]",6,32,2154,"[2, 1, 3, 1]","[474, 399, 518, 340]"
1,"[8.0, 2.0, 6.0]",5,22,1864,"[1, 3, 1, 2, 1]","[279, 339, 419, 359, 59]"
3,"[7.0, 6.0, 10.0]",23,67,2049,"[1, 3, 1, 2, 3]","[219, 457, 419, 259, 160]"
2,"[6.0, 10.0, 7.0]",25,90,3794,"[2, 1, 2, 3, 2, 1, 3, 2]","[479, 336, 217, 63, 282, 382, 497, 879]"
1,"[9.0, 8.0, 5.0]",18,22,2271,"[2, 1, 3, 1]","[796, 358, 458, 299]"
3,"[4.0, 5.0, 10.0]",2,63,956,"[3, 1]","[319, 219]"
1,"[4.0, 6.0, 3.0]",8,39,1378,[1],[899]
1,"[9.0, 4.0, 8.0]",30,32,1736,"[2, 3, 1, 2]","[433, 373, 518, 39]"
3,"[6.0, 5.0, 4.0]",13,39,2452,"[2, 1, 3, 1, 3, 2]","[339, 277, 259, 377, 219, 459]"
2,"[3.0, 8.0, 6.0]",27,6,1851,"[3, 1, 2]","[537, 390, 478]"
1,"[7.0, 3.0, 6.0]",9,53,1067,"[2, 3, 1]","[279, 120, 399]"
2,"[5.0, 10.0, 7.0]",26,49,811,[2],[498]
3,"[1.0, 3.0, 5.0]",4,46,3208,"[2, 1, 3, 1, 3]","[319, 200, 239, 476, 1334]"
2,"[2.0, 6.0, 5.0]",27,75,1974,"[3, 1, 2]","[378, 358, 831]"
2,"[4.0, 8.0, 5.0]",18,50,2538,"[2, 1, 3, 2]","[657, 319, 478, 757]"
3,"[2.0, 1.0, 4.0]",24,15,3345,"[1, 3, 2, 1, 3, 1, 3]","[338, 399, 499, 318, 500, 438, 360]"
2,"[2.0, 7.0, 4.0]",14,28,2455,"[1, 3, 1, 3, 1, 3, 2]","[299, 298, 200, 100, 279, 461, 397]"
1,"[3.0, 2.0, 4.0]",3,37,3584,"[1, 2, 3, 1, 2]","[298, 893, 518, 856, 537]"
1,"[5.0, 2.0, 6.0]",6,64,2009,"[1, 2, 3, 1]","[399, 239, 659, 298]"
2,"[6.0, 8.0, 1.0]",15,48,1104,"[1, 2, 3]","[258, 219, 219]"
2,"[8.0, 3.0, 1.0]",24,11,5195,"[1, 3, 2, 1, 2, 1, 3, 2]","[537, 545, 1015, 739, 20, 374, 798, 518]"
3,"[3.0, 4.0, 5.0]",3,88,1716,[3],[39]
2,"[5.0, 6.0, 4.0]",28,60,1994,"[2, 1, 3, 2]","[219, 199, 339, 718]"
3,"[5.0, 6.0, 8.0]",16,48,4305,"[1, 3, 2, 3]","[737, 1992, 917, 279]"
3,"[2.0, 3.0, 1.0]",2,92,1818,"[3, 2, 1, 3]","[239, 338, 399, 460]"
2,"[2.0, 10.0, 5.0]",13,40,1040,"[1, 2, 3]","[319, 279, 102]"
1,"[9.0, 3.0, 1.0]",20,80,1683,[1],[155]
1,"[10.0, 1.0, 2.0]",4,57,687,[1],[398]
1,"[5.0, 3.0, 1.0]",3,87,1542,"[1, 3]","[598, 459]"
2,"[5.0, 9.0, 6.0]",23,42,1721,"[2, 3, 1, 2]","[339, 251, 418, 299]"
2,"[4.0, 3.0, 5.0]",3,56,2115,[2],[817]
3,"[5.0, 2.0, 8.0]",25,46,5126,"[1, 3, 2, 3, 2, 1, 3]","[381, 353, 637, 478, 1515, 219, 1076]"
1,"[9.0, 2.0, 5.0]",18,58,1973,"[1, 3, 2, 1]","[714, 358, 358, 180]"
1,"[8.0, 2.0, 6.0]",27,26,910,"[3, 1]","[119, 458]"
3,"[9.0, 3.0, 10.0]",15,55,1572,"[1, 3, 1, 3]","[218, 419, 219, 240]"
3,"[1.0, 5.0, 6.0]",7,69,5225,"[1, 3, 2, 1, 3]","[239, 917, 1895, 996, 338]"
2,"[3.0, 4.0, 2.0]",21,6,8929,"[2, 1, 3, 2, 1, 3, 2, 3, 2]","[477, 299, 718, 937, 1335, 1355, 2014, 597, 358]"
1,"[5.0, 2.0, 3.0]",21,98,2580,"[1, 3, 2, 3, 1]","[219, 219, 976, 617, 219]"
1,"[1.0, 2.0, 3.0]",12,14,1250,"[3, 1, 2, 3, 1]","[200, 219, 239, 220, 20]"
1,"[6.0, 3.0, 2.0]",4,83,995,"[2, 3, 1]","[159, 120, 318]"
1,"[5.0, 1.0, 3.0]",12,10,1042,"[3, 1, 2, 1]","[200, 140, 219, 159]"
3,"[1.0, 4.0, 10.0]",17,61,647,[3],[318]
3,"[8.0, 6.0, 10.0]",23,86,3674,"[2, 3, 1, 2, 3]","[236, 378, 598, 722, 1032]"
2,"[2.0, 4.0, 3.0]",17,43,1789,"[2, 3, 1]","[198, 259, 678]"
2,"[1.0, 3.0, 5.0]",6,38,2522,"[2, 3, 2, 1, 3, 1, 2]","[199, 339, 558, 231, 458, 219, 22]"
1,"[7.0, 2.0, 3.0]",30,54,1571,"[2, 3, 1]","[259, 299, 657]"
2,"[2.0, 7.0, 3.0]",10,72,1258,"[1, 3, 2]","[199, 199, 538]"
3,"[2.0, 3.0, 8.0]",26,79,2273,"[3, 1, 2, 3]","[358, 358, 439, 758]"
1,"[10.0, 1.0, 5.0]",23,47,2922,"[2, 1, 3, 2, 1]","[278, 416, 637, 717, 478]"
2,"[5.0, 6.0, 7.0]",25,44,6226,"[2, 3, 1, 2]","[1713, 675, 418, 2871]"
2,"[2.0, 4.0, 1.0]",7,22,13144,"[2, 1, 3, 1, 3, 2, 1, 2, 3, 2, 3, 2]","[1437, 20, 1136, 1834, 749, 1037, 20, 797, 797, 479, 1865, 1197]"
2,"[1.0, 7.0, 3.0]",1,1,1782,"[2, 3, 1, 2]","[318, 160, 139, 818]"
3,"[3.0, 6.0, 5.0]",25,5,3889,"[1, 3, 2, 3]","[357, 1216, 1335, 598]"
2,"[1.0, 5.0, 2.0]",12,29,1380,"[2, 3, 2, 3, 1]","[80, 199, 339, 160, 179]"
3,"[1.0, 5.0, 7.0]",29,7,2383,"[2, 1, 2, 3]","[99, 617, 177, 1017]"
3,"[3.0, 1.0, 2.0]",21,26,3386,"[2, 1, 3, 1, 2, 3]","[179, 239, 581, 1016, 678, 279]"
3,"[3.0, 2.0, 10.0]",26,46,1104,"[1, 3, 1]","[74, 476, 201]"
1,"[5.0, 1.0, 2.0]",11,5,1269,"[3, 1, 2, 3, 1]","[99, 258, 198, 220, 58]"
2,"[1.0, 9.0, 2.0]",9,87,711,"[2, 1]","[339, 120]"
1,"[4.0, 1.0, 2.0]",17,79,1841,"[3, 2, 1, 3, 1]","[199, 320, 20, 59, 180]"
2,"[6.0, 10.0, 3.0]",26,58,789,"[1, 2]","[180, 320]"
3,"[4.0, 3.0, 8.0]",15,12,1619,"[3, 1, 3, 2, 3]","[80, 279, 399, 259, 162]"
